SYMBOL, SERIES, DATE1, PREV_CLOSE, OPEN_PRICE, HIGH_PRICE, LOW_PRICE, LAST_PRICE, CLOSE_PRICE, AVG_PRICE, TTL_TRD_QNTY, TURNOVER_LACS, NO_OF_TRADES, DELIV_QTY, DELIV_PER
ELECTCAST, EQ, 07-Mar-2022, 37.70, 37.00, 37.80, 35.35, 36.05, 36.20, 36.06, 1225627, 442.01, 3817, 625116, 51.00
ELECTHERM, EQ, 07-Mar-2022, 112.05, 110.05, 111.10, 106.90, 109.00, 107.75, 108.34, 13847, 15.00, 584, 6751, 48.75
ELGIEQUIP, EQ, 07-Mar-2022, 349.10, 344.70, 344.70, 322.00, 327.75, 327.35, 332.07, 430775, 1430.49, 15752, 128651, 29.87
ELGIRUBCO, EQ, 07-Mar-2022, 32.20, 32.20, 32.20, 29.75, 30.90, 30.70, 30.65, 48823, 14.96, 398, 40009, 81.95
EMAMILTD, EQ, 07-Mar-2022, 478.85, 452.35, 467.75, 445.25, 455.00, 453.60, 453.04, 883023, 4000.48, 29902, 605189, 68.54
EMAMIPAP, EQ, 07-Mar-2022, 131.35, 131.35, 131.90, 128.20, 130.00, 129.60, 129.54, 28403, 36.79, 734, 12206, 42.97
EMBASSY, RR, 07-Mar-2022, 373.54, 374.80, 374.90, 365.65, 367.95, 369.13, 369.13, 275234, 1015.98, 13849, 232470, 84.46
EMKAY, EQ, 07-Mar-2022, 100.30, 97.40, 97.40, 92.20, 93.00, 93.35, 95.10, 139421, 132.59, 2022, 104450, 74.92
EMKAYTOOLS, SM, 07-Mar-2022, 151.00, 152.50, 152.50, 152.50, 152.50, 152.50, 152.50, 24000, 36.60, 2, 24000, 100.00
EMMBI, EQ, 07-Mar-2022, 88.95, 88.95, 88.95, 85.55, 87.70, 87.20, 87.15, 24211, 21.10, 566, 17261, 71.29
ENDURANCE, EQ, 07-Mar-2022, 1172.85, 1160.00, 1168.00, 1083.05, 1129.00, 1134.35, 1110.30, 202785, 2251.52, 20380, 95243, 46.97
ENGINERSIN, EQ, 07-Mar-2022, 64.45, 63.80, 65.90, 62.40, 64.30, 64.40, 63.99, 1375920, 880.48, 11043, 666529, 48.44
ENIL, EQ, 07-Mar-2022, 185.35, 182.95, 185.95, 176.10, 180.75, 181.60, 182.27, 38578, 70.31, 1317, 25753, 66.76
EPL, EQ, 07-Mar-2022, 156.40, 156.90, 156.90, 149.00, 150.00, 150.00, 151.97, 160127, 243.34, 5413, 102596, 64.07
EQUIPPP, EQ, 07-Mar-2022, 70.65, 68.00, 70.60, 67.10, 67.90, 67.65, 68.26, 7883, 5.38, 376, 4251, 53.93
EQUITAS, EQ, 07-Mar-2022, 106.00, 106.00, 106.00, 100.05, 101.50, 101.10, 102.04, 403460, 411.70, 8001, 205829, 51.02
EQUITASBNK, EQ, 07-Mar-2022, 48.60, 48.90, 48.90, 46.70, 47.00, 47.45, 47.25, 1301290, 614.82, 8249, 814747, 62.61
ERFLNCDI, N5, 07-Mar-2022, 875.28, 882.00, 882.00, 872.30, 872.30, 872.30, 875.68, 250, 2.19, 12, 250, 100.00
ERFLNCDI, N6, 07-Mar-2022, 883.97, 889.80, 889.80, 889.80, 889.80, 889.80, 889.80, 10, 0.09, 1, 10, 100.00
ERIS, EQ, 07-Mar-2022, 673.75, 669.95, 674.90, 657.25, 660.55, 663.65, 666.56, 42566, 283.73, 10720, 7303, 17.16
EROSMEDIA, EQ, 07-Mar-2022, 25.05, 23.60, 24.50, 23.60, 24.15, 24.20, 24.14, 513708, 124.00, 1441, 359058, 69.90
ESABINDIA, EQ, 07-Mar-2022, 2826.40, 2824.00, 2860.00, 2726.10, 2757.50, 2803.55, 2803.62, 5884, 164.96, 2086, 2685, 45.63
ESCORTS, EQ, 07-Mar-2022, 1828.65, 1815.00, 1818.85, 1778.00, 1802.00, 1797.15, 1797.65, 1370571, 24638.02, 26815, 764660, 55.79
ESTER, EQ, 07-Mar-2022, 122.55, 122.00, 122.50, 119.20, 121.00, 120.50, 120.98, 104552, 126.48, 2322, 53115, 50.80
EUROBOND, SM, 07-Mar-2022, 91.25, 90.00, 90.00, 88.00, 89.25, 89.25, 89.06, 28000, 24.94, 14, 24000, 85.71
EVEREADY, EQ, 07-Mar-2022, 343.50, 338.00, 347.10, 330.05, 332.00, 333.30, 337.30, 478230, 1613.07, 8502, 154860, 32.38
EVERESTIND, EQ, 07-Mar-2022, 639.95, 620.00, 636.10, 582.40, 588.05, 588.65, 610.03, 122541, 747.53, 10276, 58257, 47.54
EXCELINDUS, EQ, 07-Mar-2022, 1536.50, 1523.00, 1677.00, 1505.00, 1629.90, 1632.05, 1615.15, 555148, 8966.48, 47421, 72522, 13.06
EXIDEIND, EQ, 07-Mar-2022, 144.90, 143.90, 143.90, 139.30, 141.85, 141.30, 140.88, 3048239, 4294.47, 53299, 1388971, 45.57
EXPLEOSOL, EQ, 07-Mar-2022, 1369.40, 1355.00, 1390.00, 1309.05, 1365.00, 1356.15, 1339.97, 25288, 338.85, 3302, 10965, 43.36
EXXARO, EQ, 07-Mar-2022, 119.20, 117.50, 117.75, 113.25, 117.20, 116.45, 116.09, 63752, 74.01, 1657, 39466, 61.91
FACT, EQ, 07-Mar-2022, 111.85, 111.60, 111.60, 106.20, 109.05, 109.20, 108.62, 131982, 143.36, 3380, 34025, 25.78
FAIRCHEMOR, EQ, 07-Mar-2022, 1556.20, 1578.50, 1578.50, 1485.00, 1515.00, 1510.30, 1514.59, 40272, 609.96, 8045, 18819, 46.73
FCL, EQ, 07-Mar-2022, 150.95, 148.00, 151.35, 145.30, 149.00, 147.95, 147.64, 673383, 994.21, 6946, 221197, 32.85
FCONSUMER, EQ, 07-Mar-2022, 6.90, 6.85, 6.90, 6.55, 6.60, 6.55, 6.66, 10429581, 694.64, 7551, 5980227, 57.34
FDC, EQ, 07-Mar-2022, 270.35, 266.00, 267.40, 257.50, 257.60, 258.40, 260.20, 233169, 606.71, 11627, 150686, 64.63
FEDERALBNK, EQ, 07-Mar-2022, 93.25, 92.00, 92.50, 86.00, 87.55, 87.40, 88.04, 24502834, 21572.88, 89786, 7900555, 32.24
FEL, EQ, 07-Mar-2022, 9.85, 9.85, 9.85, 8.65, 9.15, 9.05, 9.35, 1937471, 181.06, 4578, 985617, 50.87
FELDVR, EQ, 07-Mar-2022, 20.15, 21.70, 22.15, 19.00, 22.15, 22.15, 21.64, 1770042, 382.95, 5046, 606019, 34.24
FIBERWEB, EQ, 07-Mar-2022, 43.65, 43.50, 43.50, 40.50, 42.55, 42.55, 42.43, 38966, 16.53, 522, 16637, 42.70
FIEMIND, EQ, 07-Mar-2022, 982.15, 965.00, 973.75, 932.00, 950.00, 950.30, 949.41, 41606, 395.01, 5895, 16288, 39.15
FILATEX, EQ, 07-Mar-2022, 109.35, 105.10, 108.00, 103.35, 106.00, 105.50, 105.76, 548617, 580.21, 6512, 216636, 39.49
FILDF2GP, MF, 07-Mar-2022, 1.21, 1.09, 1.09, 1.09, 1.09, 1.09, 1.09, 321, 0.00, 2, 321, 100.00
FINCABLES, EQ, 07-Mar-2022, 400.15, 395.00, 395.00, 374.00, 379.50, 378.45, 382.61, 280709, 1074.02, 13297, 153022, 54.51
FINEORG, EQ, 07-Mar-2022, 4062.35, 4000.00, 4021.30, 3850.00, 3905.00, 3893.40, 3923.19, 35417, 1389.48, 7758, 13283, 37.50
FINOPB, EQ, 07-Mar-2022, 262.00, 255.00, 269.00, 252.05, 265.00, 266.35, 262.20, 163960, 429.90, 5583, 62190, 37.93
FINPIPE, EQ, 07-Mar-2022, 148.30, 147.30, 148.90, 144.65, 147.05, 146.60, 146.68, 432085, 633.79, 15404, 235698, 54.55
FLFL, EQ, 07-Mar-2022, 56.90, 56.70, 56.90, 54.60, 55.95, 55.50, 56.04, 337882, 189.34, 3039, 188021, 55.65
FMGOETZE, EQ, 07-Mar-2022, 265.00, 264.10, 264.90, 260.10, 262.00, 262.15, 262.17, 208528, 546.70, 2030, 160079, 76.77
FMNL, EQ, 07-Mar-2022, 9.80, 9.85, 9.90, 8.85, 8.95, 8.95, 9.23, 253524, 23.40, 777, 173670, 68.50
FOODSIN, EQ, 07-Mar-2022, 85.55, 85.00, 86.00, 83.10, 83.90, 84.30, 84.53, 25859, 21.86, 547, 20488, 79.23
FORCEMOT, EQ, 07-Mar-2022, 1021.15, 1020.00, 1020.00, 975.70, 984.00, 983.45, 989.53, 31699, 313.67, 3940, 18147, 57.25
FORTIS, EQ, 07-Mar-2022, 263.50, 254.50, 258.75, 251.00, 255.20, 256.55, 256.20, 716152, 1834.75, 14198, 429963, 60.04
FOSECOIND, EQ, 07-Mar-2022, 1284.00, 1260.00, 1313.45, 1251.05, 1282.00, 1293.85, 1288.72, 1063, 13.70, 191, 752, 70.74
FRETAIL, EQ, 07-Mar-2022, 49.90, 49.90, 49.90, 48.35, 48.50, 48.65, 49.00, 3507003, 1718.51, 13757, 1163133, 33.17
FSC, EQ, 07-Mar-2022, 68.15, 68.00, 68.00, 65.00, 66.90, 66.40, 66.55, 100139, 66.64, 1742, 54692, 54.62
FSL, EQ, 07-Mar-2022, 126.45, 124.00, 127.50, 122.30, 126.95, 126.70, 125.60, 2771859, 3481.34, 19613, 580241, 20.93
GABRIEL, EQ, 07-Mar-2022, 112.90, 113.40, 113.80, 110.10, 111.10, 111.00, 111.92, 389110, 435.50, 7206, 182567, 46.92
GAEL, EQ, 07-Mar-2022, 196.15, 195.00, 199.95, 187.20, 193.45, 194.40, 194.30, 627848, 1219.89, 14760, 200018, 31.86
GAIL, EQ, 07-Mar-2022, 155.45, 156.30, 164.00, 155.20, 160.20, 161.65, 160.46, 33235321, 53330.67, 194760, 11240546, 33.82
GALAXYSURF, EQ, 07-Mar-2022, 2754.20, 2731.00, 2750.00, 2655.00, 2719.80, 2701.10, 2696.28, 25921, 698.90, 11526, 16190, 62.46
GALLANTT, EQ, 07-Mar-2022, 62.60, 63.90, 64.35, 60.95, 61.05, 61.55, 61.91, 34996, 21.67, 800, 16198, 46.29
GALLISPAT, EQ, 07-Mar-2022, 54.80, 53.00, 54.35, 52.00, 52.00, 52.20, 52.96, 28356, 15.02, 695, 14957, 52.75
GANDHITUBE, EQ, 07-Mar-2022, 336.40, 330.00, 346.90, 329.95, 345.00, 341.30, 335.88, 3683, 12.37, 178, 2936, 79.72
GANECOS, EQ, 07-Mar-2022, 627.70, 623.95, 638.00, 610.00, 629.50, 629.90, 627.72, 62058, 389.55, 6992, 27871, 44.91
GANESHBE, EQ, 07-Mar-2022, 98.00, 96.90, 97.30, 95.00, 95.15, 95.55, 96.00, 58594, 56.25, 934, 44470, 75.90
GANESHHOUC, EQ, 07-Mar-2022, 214.20, 205.30, 208.00, 188.75, 192.00, 192.85, 196.34, 110707, 217.36, 2687, 64012, 57.82
GANGAFORGE, EQ, 07-Mar-2022, 12.20, 11.50, 11.75, 11.00, 11.00, 11.00, 11.26, 1137938, 128.13, 3497, 698991, 61.43
GANGESSECU, EQ, 07-Mar-2022, 109.70, 109.00, 111.45, 100.30, 103.55, 104.45, 104.89, 13021, 13.66, 493, 5861, 45.01
GARFIBRES, EQ, 07-Mar-2022, 2854.50, 2800.00, 2889.80, 2740.00, 2800.00, 2799.20, 2794.15, 21773, 608.37, 8940, 14867, 68.28
GATI, EQ, 07-Mar-2022, 137.95, 137.00, 137.00, 129.20, 130.30, 131.40, 131.56, 1212390, 1594.98, 16456, 444643, 36.67
GAYAPROJ, EQ, 07-Mar-2022, 21.85, 21.40, 22.10, 21.25, 21.60, 21.65, 21.66, 549602, 119.03, 3708, 281528, 51.22
GEECEE, EQ, 07-Mar-2022, 164.75, 164.00, 164.00, 152.55, 155.05, 155.55, 157.49, 106757, 168.13, 2649, 41391, 38.77
GEEKAYWIRE, EQ, 07-Mar-2022, 68.70, 67.00, 73.80, 66.60, 71.00, 70.45, 71.33, 40007, 28.54, 879, 15366, 38.41
GENCON, EQ, 07-Mar-2022, 33.15, 33.65, 33.65, 31.50, 32.65, 32.60, 32.64, 13628, 4.45, 311, 8254, 60.57
GENESYS, EQ, 07-Mar-2022, 539.55, 525.05, 566.50, 515.15, 566.50, 566.50, 554.04, 144050, 798.09, 2198, 100195, 69.56
GENUSPAPER, EQ, 07-Mar-2022, 12.75, 12.50, 12.90, 11.25, 12.60, 12.55, 12.40, 208616, 25.86, 883, 130640, 62.62
GENUSPOWER, EQ, 07-Mar-2022, 63.40, 62.70, 62.80, 58.00, 60.10, 60.10, 60.69, 609801, 370.10, 7132, 329877, 54.10
GEOJITFSL, EQ, 07-Mar-2022, 62.35, 61.50, 62.30, 60.00, 61.20, 61.20, 60.98, 289684, 176.65, 4235, 176231, 60.84
GEPIL, EQ, 07-Mar-2022, 151.65, 150.00, 150.95, 145.50, 147.20, 147.30, 148.34, 90891, 134.83, 2869, 48962, 53.87
GESHIP, EQ, 07-Mar-2022, 312.95, 310.35, 322.00, 304.00, 320.25, 317.65, 312.31, 464349, 1450.22, 16916, 309521, 66.66
GET&D, EQ, 07-Mar-2022, 86.95, 86.45, 86.45, 82.30, 83.45, 82.90, 83.85, 99452, 83.39, 2016, 61993, 62.33
GFLLIMITED, EQ, 07-Mar-2022, 61.60, 60.00, 61.50, 59.00, 60.80, 61.10, 60.50, 34312, 20.76, 660, 19132, 55.76
GHCL, EQ, 07-Mar-2022, 427.65, 425.00, 425.00, 411.00, 414.00, 414.85, 415.06, 115883, 480.99, 4483, 50130, 43.26
GICHSGFIN, EQ, 07-Mar-2022, 132.15, 131.00, 132.05, 128.30, 130.60, 129.55, 129.74, 104354, 135.39, 2231, 48760, 46.73
GICRE, EQ, 07-Mar-2022, 113.95, 112.10, 113.70, 111.35, 112.35, 112.25, 112.51, 198913, 223.80, 4579, 101833, 51.19
GILLANDERS, EQ, 07-Mar-2022, 61.85, 60.20, 61.70, 58.15, 59.65, 59.20, 60.20, 2618, 1.58, 127, 1806, 68.98
GILLETTE, EQ, 07-Mar-2022, 5091.90, 5005.50, 5027.70, 4847.90, 4924.40, 4922.10, 4932.76, 11144, 549.71, 2402, 7229, 64.87
GINNIFILA, EQ, 07-Mar-2022, 43.40, 42.90, 42.90, 40.50, 41.20, 40.80, 41.45, 187089, 77.56, 1766, 107327, 57.37
GIPCL, EQ, 07-Mar-2022, 73.90, 73.35, 73.40, 69.10, 72.60, 72.40, 71.99, 246079, 177.16, 2958, 119271, 48.47
GKWLIMITED, EQ, 07-Mar-2022, 533.95, 534.20, 575.00, 519.00, 575.00, 551.10, 544.49, 405, 2.21, 55, 297, 73.33
GLAND, EQ, 07-Mar-2022, 3248.55, 3210.00, 3246.70, 3133.25, 3195.60, 3199.75, 3197.23, 113299, 3622.43, 13431, 71044, 62.70
GLAXO, EQ, 07-Mar-2022, 1487.45, 1475.00, 1528.65, 1460.00, 1506.00, 1505.95, 1505.75, 159348, 2399.38, 4767, 140212, 87.99
GLENMARK, EQ, 07-Mar-2022, 426.90, 420.00, 437.45, 414.10, 435.00, 435.55, 427.80, 1960144, 8385.47, 25732, 342511, 17.47
GLOBAL, EQ, 07-Mar-2022, 77.85, 74.35, 77.40, 74.35, 74.70, 75.20, 75.27, 9294, 7.00, 121, 7245, 77.95
GLOBE, EQ, 07-Mar-2022, 9.45, 8.70, 9.30, 8.70, 8.90, 8.85, 8.91, 511565, 45.56, 2218, 352434, 68.89
GLOBUSSPR, EQ, 07-Mar-2022, 1380.95, 1360.00, 1365.00, 1266.00, 1310.00, 1295.15, 1316.18, 192765, 2537.13, 13012, 84325, 43.74
GLS, EQ, 07-Mar-2022, 451.65, 449.00, 453.20, 441.00, 442.80, 443.20, 444.54, 64773, 287.94, 5126, 44623, 68.89
GMBREW, EQ, 07-Mar-2022, 619.50, 615.50, 615.50, 589.55, 603.95, 600.90, 599.63, 21129, 126.69, 2480, 7009, 33.17
GMDCLTD, EQ, 07-Mar-2022, 161.85, 161.75, 172.80, 159.00, 167.70, 167.60, 167.86, 21086058, 35395.06, 187747, 2877973, 13.65
GMMPFAUDLR, EQ, 07-Mar-2022, 4318.95, 4270.00, 4349.95, 4188.95, 4271.00, 4274.55, 4258.42, 16060, 683.90, 5463, 7825, 48.72
GMRINFRA, EQ, 07-Mar-2022, 37.30, 36.95, 36.95, 35.70, 36.80, 36.40, 36.25, 7584430, 2749.60, 31083, 2400426, 31.65
GNA, EQ, 07-Mar-2022, 478.85, 473.00, 473.85, 461.20, 470.95, 469.45, 467.54, 65345, 305.51, 7817, 25500, 39.02
GNFC, EQ, 07-Mar-2022, 598.80, 586.40, 617.50, 570.00, 609.00, 608.20, 599.80, 3847406, 23076.85, 78130, 885007, 23.00
GOACARBON, EQ, 07-Mar-2022, 355.75, 348.00, 364.95, 337.55, 359.85, 359.20, 351.16, 118648, 416.64, 7041, 23311, 19.65
GOCLCORP, EQ, 07-Mar-2022, 262.00, 244.00, 250.00, 213.10, 216.00, 216.20, 220.83, 273706, 604.41, 9912, 100032, 36.55
GOCOLORS, EQ, 07-Mar-2022, 940.00, 931.90, 931.90, 888.00, 897.80, 896.65, 906.40, 93624, 848.61, 6128, 58726, 62.73
GODFRYPHLP, EQ, 07-Mar-2022, 1012.25, 1000.00, 1004.80, 977.00, 989.00, 983.80, 989.89, 19378, 191.82, 4584, 6241, 32.21
GODREJAGRO, EQ, 07-Mar-2022, 483.60, 479.60, 487.90, 466.25, 475.50, 472.30, 475.68, 81198, 386.24, 7825, 21322, 26.26
GODREJCP, EQ, 07-Mar-2022, 722.05, 705.10, 732.15, 660.05, 663.15, 664.70, 674.53, 3263788, 22015.37, 105630, 1874329, 57.43
GODREJIND, EQ, 07-Mar-2022, 499.10, 489.00, 497.95, 465.00, 493.00, 492.40, 487.69, 99977, 487.58, 7139, 43227, 43.24
GODREJPROP, EQ, 07-Mar-2022, 1466.30, 1429.00, 1429.00, 1350.55, 1377.00, 1374.80, 1388.83, 1588956, 22067.93, 66061, 643510, 40.50
GOKEX, EQ, 07-Mar-2022, 377.85, 372.10, 375.00, 357.40, 362.50, 363.10, 363.22, 214894, 780.53, 11716, 67060, 31.21
GOKUL, EQ, 07-Mar-2022, 32.30, 32.30, 32.60, 31.05, 31.80, 31.35, 31.57, 79031, 24.95, 1097, 42143, 53.32
GOLDBEES, EQ, 07-Mar-2022, 44.65, 45.25, 46.20, 45.25, 46.00, 46.00, 45.97, 15897977, 7308.90, 44885, 10843027, 68.20
GOLDENTOBC, EQ, 07-Mar-2022, 98.40, 100.40, 101.50, 95.05, 95.20, 96.10, 96.34, 7949, 7.66, 449, 3022, 38.02
GOLDIAM, EQ, 07-Mar-2022, 753.10, 749.50, 751.35, 721.00, 731.00, 730.25, 735.24, 62897, 462.44, 5304, 17651, 28.06
GOLDSHARE, EQ, 07-Mar-2022, 44.45, 44.95, 46.05, 44.95, 46.00, 45.90, 45.71, 811751, 371.07, 1681, 564301, 69.52
GOODYEAR, EQ, 07-Mar-2022, 920.40, 908.00, 908.50, 892.00, 908.40, 904.70, 902.01, 6594, 59.48, 1203, 3800, 57.63
GPIL, EQ, 07-Mar-2022, 355.00, 348.00, 360.00, 342.00, 346.00, 347.15, 351.17, 508797, 1786.73, 9702, 260271, 51.15
GPPL, EQ, 07-Mar-2022, 80.70, 80.40, 82.95, 78.60, 81.80, 81.50, 81.60, 769789, 628.13, 17243, 342604, 44.51
GPTINFRA, EQ, 07-Mar-2022, 71.60, 71.00, 71.30, 67.50, 67.50, 67.85, 69.13, 35904, 24.82, 1151, 15300, 42.61
GRANULES, EQ, 07-Mar-2022, 288.55, 282.15, 288.30, 277.05, 286.70, 286.00, 283.15, 702528, 1989.19, 10768, 183278, 26.09
GRAPHITE, EQ, 07-Mar-2022, 472.45, 455.75, 503.00, 455.00, 491.00, 496.50, 488.38, 3057833, 14933.99, 68071, 372511, 12.18
GRASIM, EQ, 07-Mar-2022, 1477.60, 1445.00, 1475.70, 1409.70, 1449.90, 1446.55, 1448.19, 923769, 13377.97, 49604, 390229, 42.24
GRAUWEIL, EQ, 07-Mar-2022, 53.45, 52.00, 53.00, 50.40, 52.50, 52.30, 52.21, 165561, 86.44, 789, 96063, 58.02
GRAVITA, EQ, 07-Mar-2022, 350.45, 344.40, 346.00, 333.05, 342.00, 339.85, 339.01, 214825, 728.27, 7040, 110345, 51.37
GREAVESCOT, EQ, 07-Mar-2022, 162.90, 159.00, 167.25, 156.50, 162.40, 162.00, 162.52, 2342083, 3806.40, 26753, 545367, 23.29
GREENLAM, EQ, 07-Mar-2022, 321.35, 315.00, 324.80, 311.10, 321.00, 322.15, 318.08, 22016, 70.03, 2394, 12505, 56.80
GREENPANEL, EQ, 07-Mar-2022, 472.30, 466.85, 467.60, 436.00, 441.80, 439.50, 447.28, 422698, 1890.63, 16305, 199275, 47.14
GREENPLY, EQ, 07-Mar-2022, 169.45, 164.80, 166.45, 162.00, 165.05, 164.80, 164.24, 219648, 360.75, 6851, 110243, 50.19
GRINDWELL, EQ, 07-Mar-2022, 1627.45, 1627.45, 1691.95, 1605.00, 1632.00, 1645.60, 1648.31, 160071, 2638.47, 18648, 84723, 52.93
GRINFRA, EQ, 07-Mar-2022, 1316.40, 1292.00, 1297.95, 1249.20, 1295.00, 1273.90, 1270.71, 80356, 1021.09, 6414, 59232, 73.71
GROBTEA, EQ, 07-Mar-2022, 966.75, 854.05, 978.00, 854.05, 930.00, 948.00, 934.38, 333, 3.11, 135, 163, 48.95
GRPLTD, EQ, 07-Mar-2022, 1398.40, 1393.00, 1393.00, 1342.90, 1372.00, 1355.00, 1359.47, 1757, 23.89, 303, 713, 40.58
GRSE, EQ, 07-Mar-2022, 227.60, 220.00, 227.15, 218.55, 224.10, 223.70, 223.60, 212797, 475.82, 4882, 95171, 44.72
GRWRHITECH, EQ, 07-Mar-2022, 772.85, 770.00, 773.80, 716.35, 754.00, 750.65, 749.88, 18330, 137.45, 2159, 11954, 65.22
GSCLCEMENT, EQ, 07-Mar-2022, 39.85, 39.50, 39.50, 38.20, 38.70, 38.90, 38.88, 56036, 21.79, 850, 36415, 64.99
GSFC, EQ, 07-Mar-2022, 126.80, 125.05, 132.40, 123.60, 129.75, 130.00, 129.23, 3589883, 4639.34, 33193, 1092453, 30.43
GSPL, EQ, 07-Mar-2022, 280.60, 272.50, 276.00, 261.00, 266.85, 264.35, 267.80, 1209967, 3240.29, 25782, 633440, 52.35
GTL, EQ, 07-Mar-2022, 14.65, 14.40, 14.65, 13.75, 14.30, 14.20, 14.19, 449047, 63.71, 2033, 274410, 61.11
GTLINFRA, EQ, 07-Mar-2022, 1.70, 1.70, 1.75, 1.65, 1.70, 1.65, 1.68, 31949723, 535.73, 29341, 23289649, 72.89
GTPL, EQ, 07-Mar-2022, 203.85, 201.00, 203.35, 193.65, 199.85, 197.50, 198.89, 63425, 126.15, 1939, 32198, 50.77
GUFICBIO, EQ, 07-Mar-2022, 207.70, 204.00, 209.30, 201.25, 204.95, 205.65, 205.50, 155733, 320.04, 4264, 72158, 46.33
GUJALKALI, EQ, 07-Mar-2022, 641.90, 630.00, 638.00, 613.60, 620.00, 620.05, 622.74, 140401, 874.34, 6678, 47966, 34.16
GUJAPOLLO, EQ, 07-Mar-2022, 205.10, 208.70, 208.70, 200.10, 201.25, 203.65, 202.56, 3904, 7.91, 258, 1978, 50.67
GUJGASLTD, EQ, 07-Mar-2022, 528.00, 509.50, 514.10, 486.00, 496.65, 496.75, 500.76, 1963539, 9832.52, 44286, 844831, 43.03
GULFOILLUB, EQ, 07-Mar-2022, 473.50, 469.00, 471.70, 455.05, 468.45, 465.75, 463.21, 53425, 247.47, 4383, 27634, 51.72
GULFPETRO, EQ, 07-Mar-2022, 49.25, 49.80, 49.80, 47.60, 49.00, 48.70, 48.84, 55103, 26.91, 943, 23979, 43.52
HAL, EQ, 07-Mar-2022, 1372.10, 1354.80, 1364.15, 1304.55, 1330.00, 1325.05, 1331.69, 588068, 7831.23, 25462, 317798, 54.04
HAPPSTMNDS, EQ, 07-Mar-2022, 976.65, 946.00, 965.00, 917.95, 949.40, 947.90, 945.63, 331931, 3138.84, 42915, 206921, 62.34
HARRMALAYA, EQ, 07-Mar-2022, 135.40, 133.50, 134.30, 129.05, 130.00, 130.05, 131.11, 30129, 39.50, 1584, 15880, 52.71
HATHWAY, EQ, 07-Mar-2022, 18.20, 17.80, 18.05, 17.50, 17.85, 17.80, 17.80, 2713110, 482.81, 7563, 1268662, 46.76
HATSUN, EQ, 07-Mar-2022, 1086.85, 1050.00, 1119.00, 1045.15, 1090.00, 1084.80, 1081.83, 25275, 273.43, 2817, 9369, 37.07
HAVELLS, EQ, 07-Mar-2022, 1084.00, 1064.00, 1081.00, 1037.40, 1070.00, 1072.05, 1052.89, 1596458, 16808.94, 44006, 939570, 58.85
HBANKETF, EQ, 07-Mar-2022, 346.07, 341.88, 341.88, 328.00, 333.30, 332.38, 331.98, 12118, 40.23, 459, 11790, 97.29
HBLPOWER, EQ, 07-Mar-2022, 59.15, 58.05, 58.50, 56.20, 57.50, 57.20, 57.36, 1261477, 723.53, 9138, 465759, 36.92
HBSL, EQ, 07-Mar-2022, 48.30, 48.30, 48.30, 43.50, 46.40, 46.65, 46.01, 7345, 3.38, 378, 3020, 41.12
HCC, EQ, 07-Mar-2022, 15.15, 14.75, 15.05, 14.25, 14.45, 14.45, 14.68, 7696496, 1130.11, 8523, 3763848, 48.90
HCG, EQ, 07-Mar-2022, 246.15, 247.00, 249.85, 234.50, 243.30, 245.40, 242.68, 177870, 431.65, 8589, 59415, 33.40
HCL-INSYS, EQ, 07-Mar-2022, 19.10, 18.85, 18.85, 18.15, 18.35, 18.25, 18.31, 457182, 83.70, 2885, 304095, 66.52
HCLTECH, EQ, 07-Mar-2022, 1138.45, 1111.00, 1161.40, 1110.50, 1153.75, 1154.20, 1143.22, 5249845, 60017.32, 207700, 3057448, 58.24
HDFC, EQ, 07-Mar-2022, 2217.50, 2139.40, 2154.90, 2098.20, 2128.00, 2121.95, 2127.95, 7675627, 163333.36, 298979, 5517156, 71.88
HDFC, W3, 07-Mar-2022, 529.80, 490.00, 506.00, 480.60, 504.00, 497.10, 493.98, 45000, 222.29, 63, 36000, 80.00
HDFCAMC, EQ, 07-Mar-2022, 2081.50, 2080.00, 2080.00, 1987.85, 2044.80, 2038.55, 2025.57, 303012, 6137.74, 29155, 177001, 58.41
HDFCBANK, EQ, 07-Mar-2022, 1366.50, 1318.50, 1332.35, 1297.05, 1326.00, 1324.80, 1314.70, 13527229, 177842.38, 426139, 8418793, 62.24
HDFCLIFE, EQ, 07-Mar-2022, 521.50, 505.00, 520.00, 498.00, 503.55, 503.50, 504.89, 9156126, 46228.24, 117942, 5729534, 62.58
HDFCMFGETF, EQ, 07-Mar-2022, 45.75, 46.90, 47.49, 46.50, 47.35, 47.38, 47.15, 2149691, 1013.64, 3470, 1558694, 72.51
HDFCNIFETF, EQ, 07-Mar-2022, 175.08, 174.00, 176.00, 170.00, 172.93, 172.68, 172.09, 166524, 286.58, 1595, 128340, 77.07
HDFCSENETF, EQ, 07-Mar-2022, 588.01, 627.70, 627.70, 562.95, 570.00, 568.36, 576.59, 29079, 167.67, 943, 23747, 81.66
HEALTHY, EQ, 07-Mar-2022, 7.91, 7.00, 8.46, 7.00, 7.87, 7.86, 7.85, 40126, 3.15, 1252, 38499, 95.95
HECPROJECT, EQ, 07-Mar-2022, 39.30, 39.00, 39.00, 37.35, 37.35, 37.35, 37.52, 6572, 2.47, 83, 5921, 90.09
HEG, EQ, 07-Mar-2022, 1141.75, 1110.00, 1314.90, 1110.00, 1276.00, 1290.75, 1243.68, 1719813, 21389.05, 115799, 382310, 22.23
HEIDELBERG, EQ, 07-Mar-2022, 184.75, 185.00, 185.70, 178.70, 181.50, 181.30, 180.82, 139787, 252.76, 8323, 71780, 51.35
